来源作者,期刊,年度(期),标题,作者,机构,下载量,页码,页数,大小
安立仁1,软科学 .,查看该刊数据库收录来源,员工知识共享与知识隐藏双环学习模型构建研究,刘欢 安立仁,西北大学经济管理学院,下载：587,页数：12,大小：867K,
安立仁1,软科学 .,"2022 ,36 (07)",员工知识共享与知识隐藏双环学习模型构建研究,刘欢 安立仁,西北大学经济管理学院,下载：2359,页码：76-82,页数：7,大小：477K
安立仁1,科技进步与对策 .,查看该刊数据库收录来源,基于计划行为理论的知识隐藏行为拓展模型构建,刘欢 安立仁,西北大学经济管理学院,下载：1092,页数：8,大小：654K,
安立仁1,科技进步与对策 .,"2023 ,40 (02)",基于计划行为理论的知识隐藏行为拓展模型构建,刘欢 安立仁,西北大学经济管理学院,下载：2179,页码：132-140,页数：9,大小：1220K
安立仁1,科学决策 .,2021 (11),期望收益、知识权力感知对员工知识隐藏行为影响研究,刘欢 安立仁,西北大学经济管理学院,下载：1020,页码：81-89,页数：9,大小：1431K
安立仁1,研究与发展管理 .,查看该刊数据库收录来源,企业破坏性创新理论述评与研究框架构建,邵美蓉 安立仁 董津津,西北大学经济管理学院,下载：40,页数：16,大小：2622K,
安立仁1,研究与发展管理 .,"2021 ,33 (02)",企业破坏性创新理论述评与研究框架构建,邵美蓉 安立仁 董津津,西北大学经济管理学院,下载：1868,页码：151-165,页数：15,大小：3738K
安立仁1,当代经济科学 .,"2020 ,42 (05)",创新特性对新能源汽车消费者采纳意愿的影响机制:个体创新性的调节作用,"解茹玉1,2 安立仁1",1.西北大学经济管理学院 2.西安交通大学城市学院管理系,下载：2173,页码：113-121,页数：9,大小：211K
安立仁1,统计与信息论坛 .,"2020 ,35 (05)",基于TPB理论的追随行为意图的前因与后果研究:来自企业组织调查数据的实证,"王晓燕1,2 安立仁1 顾颖1",1.西北大学经济管理学院 2.西安航空学院学生工作部,下载：612,页码：77-86,页数：10,大小：243K
安立仁1,科技进步与对策 .,"2020 ,37 (01)",政府干预、知识资源与区域创新绩效——基于价值链视角的双重门限效应,"康淑娟1,2 安立仁1",1.西北大学经济管理学院 2.河南科技大学管理学院,下载：1392,页码：57-64,页数：8,大小：372K
安立仁1,科学学与科学技术管理 .,"2019 ,40 (09)",网络嵌入、创新能力与知识权力——基于全球价值链的视角,"康淑娟1,2 安立仁1",1.西北大学经济管理学院 2.河南科技大学管理学院,下载：2590,页码：88-100,页数：13,大小：1606K
安立仁1,财经理论与实践 .,"2019 ,40 (04)",知识距离视角下全球价值链网络嵌入与创新能力的关系研究,"康淑娟1,2 安立仁1",1.西北大学经济管理学院 2.河南科技大学管理学院,下载：1125,页码：107-115,页数：9,大小：841K
安立仁1,软科学 .,"2019 ,33 (01)",知识积累与地区创新非线性关系研究——基于省际面板数据门槛效应,杨菲 安立仁 史贝贝,西北大学经济管理学院,下载：778,页码：14-18,页数：5,大小：502K
安立仁1,中国工业经济 .,2018 (12),领先企业开放式双元创新与制度多重性——基于华为和IBM的案例研究,"张洁1,2 何代欣3 安立仁1 张宸璐1",1.西北大学经济管理学院 2.西北大学中国西部经济发展研究中心 3.中国社会科学院财经战略研究院,下载：6413,页码：170-188,页数：19,大小：494K
安立仁1,经济体制改革 .,2018 (03),创新网络非核心企业学习意图对知识反哺的作用机制研究,王慧 安立仁 张晓明,西北大学经济管理学院,下载：339,页码：97-104,页数：8,大小：193K
安立仁1,金融经济 .,2018 (06),关于组织中的知识隐藏行为的研究述评,李花莉 安立仁,西北大学经济管理学院,下载：571,页码：178-179,页数：2,大小：89K
安立仁1,统计与信息论坛 .,"2018 ,33 (03)",领导者获取信息偏好对适应性绩效的复合多重影响,谭乐1 安立仁1 宋合义2,1.西北大学经济管理学院 2.西安交通大学管理学院,下载：533,页码：114-121,页数：8,大小：202K
安立仁1,上海体育学院学报 .,"2018 ,42 (01)",体育粉丝持久参与的形成机制——消费者神圣感的中介及精神性的调节,刘伟 王小燕 安立仁,西北大学经济管理学院,下载：1185,页码：87-94,页数：8,大小：1239K
安立仁1,管理学报 .,"2017 ,14 (11)",知识积累与双元创新能力动态反馈关系研究,杨菲 安立仁 史贝贝 高鹏,西北大学经济管理学院,下载：2760,页码：1639-1649,页数：11,大小：462K
安立仁1,科技管理研究 .,"2017 ,37 (11)",知识积累与创新关系研究脉络及未来展望,杨菲 安立仁 史贝贝,西北大学经济管理学院,下载：595,页码：136-140,页数：5,大小：1103K
安立仁1,中国科技论坛 .,2017 (03),跨国公司在华研发机构管控模式、创新开放性对突破性创新绩效的影响,张洁 安立仁 陈关聚 张宸璐,西北大学经济管理学院,下载：777,页码：81-87+94,页数：8,大小：132K
安立仁1,金融经济 .,2017 (04),组织自豪感研究述评与未来展望,朱琳 安立仁,西北大学经济管理学院,下载：269,页码：180-181,页数：2,大小：88K
安立仁1,中国科技论坛 .,2017 (01),美资企业在华设立研发机构的战略动因与技术溢出,"解茹玉1,2 陈关聚1 安立仁1",1.西北大学经济管理学院 2.西安交通大学城市学院,下载：318,页码：172-178,页数：7,大小：218K
安立仁1,中国科技论坛 .,2016 (12),移动互联时代的组织知识共享:从个体认知到团队认知,"刘灿辉1,2 安立仁1",1.西北大学经济管理学院 2.西安石油大学经济管理学院,下载：598,页码：105-109+121,页数：6,大小：117K
安立仁1,华东经济管理 .,"2016 ,30 (12)",经济奖励与个体知识共享意愿——认知风格和知识隐性程度的调节作用,刘灿辉1 安立仁2,1.西安石油大学经济管理学院 2.西北大学经济管理学院,下载：684,页码：170-177,页数：8,大小：1790K
安立仁1,西北大学学报(哲学社会科学版) .,"2016 ,46 (05)",经济奖励对个体内生激励的挤出效应研究——激励偏好与工作复杂度的调节作用,"刘灿辉1,2 安立仁1",1.西北大学经济管理学院 2.西安石油大学经济管理学院,下载：468,页码：63-69,页数：7,大小：215K
安立仁1,科学学与科学技术管理 .,"2016 ,37 (07)",员工多样性、知识共享与个体创新绩效——一个有调节的中介模型,"刘灿辉1,2 安立仁1",1.西北大学经济管理学院 2.西安石油大学经济管理学院,下载：2255,页码：170-180,页数：11,大小：1574K
安立仁1,中国科技论坛 .,2016 (06),贸易自由化对中国工业部门技术创新绩效的影响及异质效应,董明放 韩先锋 安立仁,西北大学经济管理学院,下载：327,页码：37-42,页数：6,大小：118K
安立仁1,预测 .,"2016 ,35 (03)",合作动机对企业合作创新绩效的影响机制研究:感知政府支持情境的调节中介作用,"马蓝1,2 安立仁2",1.青海师范大学经济管理学院 2.西北大学经济管理学院,下载：1188,页码：13-18,页数：6,大小：162K
安立仁1,经济与社会发展 .,"2016 ,14 (02)",双元创新搜寻、竞争强度与企业创新绩效关系研究,张晓棠 安立仁,西北大学经济管理学院,下载：357,页码：8-12,页数：5,大小：175K
安立仁1,中国科技论坛 .,2016 (03),合作经验、双元学习能力对合作创新绩效的影响,"马蓝1,2 安立仁1 张宸璐1",1.西北大学经济管理学院 2.青海师范大学经济管理学院,下载：989,页码：42-48,页数：7,大小：204K
安立仁1,科技进步与对策 .,"2016 ,33 (01)",合作经验、吸收能力、网络权力对企业创新绩效的影响机制——基于组织学习视角,"马蓝1,2 安立仁2",1.青海师范大学 2.西北大学,下载：1619,页码：81-87,页数：7,大小：174K
安立仁1,中国流通经济 .,"2015 ,29 (11)",跨境电商物流企业综合服务体系及其实证研究,"李旭东1,2 安立仁2",1.广东交通职业技术学院运输管理学院 2.西北大学经济管理学院,下载：7877,页码：49-57,页数：9,大小：1167K
安立仁1,科研管理 .,"2015 ,36 (11)",隐性知识存在性表征及其传递过程模型,高鹏 安立仁,西北大学经济管理学院,下载：924,页码：131-138,页数：8,大小：473K
安立仁1,华东经济管理 .,"2015 ,29 (10)",企业间知识合作动机研究述评与展望,"马蓝1,2 安立仁1",1.西北大学经济管理学院 2.青海师范大学经济管理学院,下载：424,页码：152-160,页数：9,大小：1588K
安立仁1,科学学研究 .,"2015 ,33 (08)",双元创新搜索、情境分离与创新绩效,张晓棠 安立仁,西北大学经济管理学院,下载：2471,页码：1240-1250,页数：11,大小：236K
安立仁1,科技进步与对策 .,"2015 ,32 (17)",区域技术积累能力评价研究,杨菲 安立仁 张洁,西北大学经济管理学院,下载：296,页码：129-133,页数：5,大小：537K
安立仁1,外国经济与管理 .,"2015 ,37 (07)",开放式创新视角下双元与绩效关系研究脉络与未来展望,张洁 安立仁 张宸璐,西北大学经济管理学院,下载：2744,页码：3-18,页数：16,大小：323K
安立仁1,中国软科学 .,2015 (03),外资企业在华研发机构创新效率研究,陈关聚 安立仁,西北大学经济管理学院,下载：1382,页码：117-126,页数：10,大小：495K
安立仁1,预测 .,"2015 ,34 (01)",关系强度、社会资本对知识获取绩效影响研究——基于社会结构与行动模型,"张晓棠1,2 安立仁1 董广茂2",1.西北大学经济管理学院 2.西安工业大学经济管理学院,下载：1483,页码：35-40,页数：6,大小：138K
安立仁1,伦理学研究 .,2014 (05),员工感知到的企业伦理对其态度与行为影响的实证研究,白少君1 安立仁2,1.西安外国语大学商学院 2.西北大学经济管理学院,下载：865,页码：128-134,页数：7,大小：591K
安立仁1,兰州学刊 .,2014 (07),企业伦理对员工情感承诺与工作满意度影响的机制研究,白少君1 安立仁2,1.西安外国语大学商学院 2.西北大学经济管理学院,下载：493,页码：194-201,页数：8,大小：176K
安立仁1,生产力研究 .,2014 (06),青海省经济增长需求要素贡献分析,马蓝 安立仁,西北大学经济管理学院,下载：198,页码：73-76+81+165,页数：6,大小：395K
安立仁1,数量经济技术经济研究 .,"2014 ,31 (02)",经济结构失衡背景下的中国经济增长质量,刘燕妮 安立仁 金田林,西北大学经济管理学院,下载：4368,页码：20-35,页数：16,大小：447K
安立仁1,金融经济 .,2013 (22),基于动态调整的我国上市银行资本结构及其影响因素研究,张小曼 安立仁,西北大学经济管理学院,下载：302,页码：142-144,页数：3,大小：790K
安立仁1,外国经济与管理 .,"2013 ,35 (10)",领导—成员交换理论的新拓展——相对领导—成员交换关系研究综述,杨晓 师萍 安立仁,西北大学经济管理学院,下载：4067,页码：72-80,页数：9,大小：444K
安立仁1,中国科技论坛 .,2013 (10),开放式创新环境下创业企业商业模式的构建与形成研究,张洁 安立仁 张宸璐,西北大学经济管理学院,下载：1648,页码：81-86,页数：6,大小：1038K
安立仁1,未来与发展 .,"2013 ,36 (08)",领导-成员交换理论述评与研究展望——多层次的视角,杨晓 师萍 安立仁,西北大学经济管理学院,下载：1445,页码：44-49+12,页数：7,大小：765K
安立仁1,中国软科学 .,2013 (05),中国经济低碳转型绩效的历史变迁与地区差异,"李婧1,2 朱承亮2 安立仁2",1.宁波工程学院经济管理学院 2.西北大学经济管理学院,下载：1827,页码：167-182,页数：16,大小：729K
安立仁1,西北大学学报(哲学社会科学版) .,"2013 ,43 (02)",隐性知识学习对企业创新自组织演化的传导机制研究,高鹏 安立仁 刘燕妮,西北大学经济管理学院,下载：412,页码：107-111,页数：5,大小：806K
安立仁1,经济科学 .,2012 (05),节能减排约束下中国绿色经济绩效研究,朱承亮 岳宏志 安立仁,西北大学经济管理学院,下载：1803,页码：33-44,页数：12,大小：525K
安立仁1,管理工程学报 .,"2012 ,26 (04)",人力资本及其结构与研发创新效率——基于SFA模型的检验,朱承亮 师萍 安立仁,西北大学经济管理学院,下载：2386,页码：58-64,页数：7,大小：334K
安立仁1,中国软科学 .,2012 (04),节能减排约束下我国经济增长效率及其影响因素——基于西部地区和非期望产出模型的分析,朱承亮 安立仁 师萍 岳宏志,西北大学经济管理学院,下载：2376,页码：106-116,页数：11,大小：675K
安立仁1,企业研究 .,2012 (08),领导-成员交换理论的研究现状与展望,张阳 安立仁 杨超明,西北大学经济管理学院,下载：1358,页码：21-23,页数：3,大小：129K
安立仁1,西北大学学报(哲学社会科学版) .,"2012 ,42 (01)",网络知识分享行为经验研究——以百度“知道”为案例,高天亮 安立仁,西北大学经济管理学院,下载：874,页码：104-111,页数：8,大小：256K
安立仁1,科技进步与对策 .,"2011 ,28 (23)",西安市科技人才资源开发战略研究,"白少君1,2 王欢1 安立仁2",1.西安外国语大学商学院 2.西北大学经济管理学院,下载：315,页码：156-160,页数：5,大小：282K
安立仁1,未来与发展 .,"2011 ,34 (08)",陕西省物流需求分析与预测——基于等维递补灰色预测模型,赵庆波 安立仁,西北大学经济管理学院,下载：339,页码：113-117+112,页数：6,大小：4772K
安立仁1,经济研究导刊 .,2011 (16),家族企业激励机制存在的问题与对策研究——基于温州模式的探讨,贾迎亚 安立仁,西北大学经济管理学院,下载：992,页码：167-171,页数：5,大小：101K
安立仁1,数量经济技术经济研究 .,"2011 ,28 (02)",基于资本驱动的潜在增长率、自然就业率及其关系分析,安立仁 董联党,西北大学经济管理学院,下载：1132,页码：99-112,页数：14,大小：467K
安立仁1,中国软科学 .,2010 (S1),企业隐性知识学习与创新绩效关系研究,高鹏 安立仁,西北大学经济管理学院,下载：696,页码：242-249,页数：8,大小：475K
安立仁1,未来与发展 .,"2010 ,33 (08)",基于元分析的国内隐性知识管理研究特征分析,高鹏 安立仁,西北大学经济管理学院,下载：444,页码：81-86,页数：6,大小：1371K
安立仁1,西北大学学报(哲学社会科学版) .,"2010 ,40 (04)",中国技术进步与失业的关系分析,安立仁,西北大学经济管理学院,下载：580,页码：77-83,页数：7,大小：467K
安立仁1,科技进步与对策 .,"2010 ,27 (07)",知识合作模式与产品价值构成要素研究——企业合作创新研究的新视角,何景涛 安立仁,西北大学经济管理学院,下载：492,页码：78-82,页数：5,大小：1099K
安立仁1,企业研究 .,2010 (06),企业知识合作的稳定性研究,何景涛 安立仁,西北大学经济管理学院,下载：202,页码：11-13,页数：3,大小：637K
安立仁1,未来与发展 .,"2010 ,31 (02)",知识合作模式对企业利润贡献的研究,何景涛 安立仁,西北大学经济管理学院,下载：169,页码：67-69,页数：3,大小：133K
安立仁1,未来与发展 .,"2009 ,30 (11)",基于知识视角对企业合作创新形式的研究,何景涛 安立仁,西北大学经济管理学院,下载：233,页码：65-69,页数：5,大小：262K
安立仁1,西安邮电学院学报 .,"2009 ,14 (06)",知识资本与商业银行经营绩效的实证分析,王雪 安立仁,西北大学经济管理学院,下载：282,页码：102-105,页数：4,大小：33K
安立仁1,中国软科学 .,2009 (S2),薪酬形式多样化与员工忠诚度间相关性的数理分析,同燕 安立仁,西北大学经济管理学院,下载：1352,页码：220-224,页数：5,大小：138K
安立仁1,中国软科学 .,2009 (S1),企业危机管理理性基础探析,同燕 安立仁,西北大学经济管理学院,下载：579,页码：239-243,页数：5,大小：126K
安立仁1,中国科技论坛 .,2009 (07),西安技术市场发展现状与对策研究,陈关聚 安立仁,西北大学经济管理学院,下载：266,页码：85-88+99,页数：5,大小：212K
安立仁1,西安石油大学学报(社会科学版) .,"2009 ,18 (02)",中国31个省市房地产业经营效率——基于DEA的实证研究,王亚东 安立仁,西北大学经济管理学院,下载：549,页码：34-43,页数：10,大小：93K
安立仁1,西安邮电学院学报 .,"2009 ,14 (02)",我国房地产业经营效率的实证研究,王亚东 安立仁,西北大学经济管理学院,下载：191,页码：115-118,页数：4,大小：44K
安立仁1,西安财经学院学报 .,2008 (06),基于DEA模型的循环经济效率实证研究——来自中国30省(市)的数据,刘策 安立仁,西北大学经济管理学院,下载：641,页码：25-29,页数：5,大小：56K
安立仁1,国外理论动态 .,2008 (09),世界粮食危机成因和应对策略(下),安立仁1 白少君2,1.西北大学经济管理学院 2.西安外国语大学商学院,下载：329,页码：29-31+43,页数：4,大小：71K
安立仁1,统计与信息论坛 .,2008 (07),中国潜在经济增长率的估计,王艾青1 安立仁2,1.西安邮电学院社科系 2.西北大学经济管理学院,下载：762,页码：45-49+85,页数：6,大小：66K
安立仁1,西北大学学报(哲学社会科学版) .,2008 (04),客户知识管理激励机制研究,安立仁 陈磊,西北大学经济管理学院,下载：397,页码：131-135,页数：5,大小：141K
安立仁1,科技管理研究 .,2008 (04),可持续发展战略的博弈分析,安立仁 陈磊 张桃丽,西北大学经济管理学院,下载：297,页码：1-2+9,页数：3,大小：109K
安立仁1,科技管理研究 .,2008 (01),不完全信息条件下企业知识共享演化博弈分析,陈磊 安立仁 陈建设,西北大学经济管理学院,下载：925,页码：182-183+186,页数：3,大小：127K
安立仁1,现代经济(现代物业下半月刊) .,2008 (01),农村公共产品供给制度创新——基于陕西省调研数据的实证研究,任正平 程伟伟 安立仁,西北大学经济管理学院,下载：224,页码：83-86+99,页数：5,大小：111K
安立仁1,西北大学学报(哲学社会科学版) .,2007 (05),中国经济制度变迁动力分析,安立仁,西北大学经济管理学院,下载：927,页码：41-46,页数：6,大小：154K
安立仁1,统计与信息论坛 .,2007 (04),中国经济总量及要素增长的基本趋势分析,安立仁 白建东,西北大学经济管理学院,下载：332,页码：5-10,页数：6,大小：83K
安立仁1,统计与决策 .,2007 (03),陕西企业核心竞争力的模糊综合评价,张颖 安立仁,西北大学经济管理学院,下载：366,页码：47-48,页数：2,大小：92K
安立仁1,现代管理科学 .,2006 (12),基于核心能力的企业价值链分析,余来文1 杜跃平2 安立仁3,1.江西师范大学商学院 2.西北大学经济管理学院MBA教育中心 3.西北大学经济管理学院管理科学与工程系,下载：369,页码：18-19,页数：2,大小：20K
安立仁1,当代经济管理 .,2006 (01),动态环境下的企业战略变革研究,余来文1 杜跃平2 安立仁2,1.深圳市创意村营销策划有限公司 2.西北大学经济管理院,下载：540,页码：12-15,页数：4,大小：27K
安立仁1,山西财经大学学报 .,2005 (04),中国劳动力市场的二元分割及其就业效应,"宋艳菊,安立仁","西北大学经济管理学院,西北大学经济管理学院 陕西西安710069 ,陕西西安710069",下载：726,页码：47-52,页数：6,大小：61k
安立仁1,西安电子科技大学学报(社会科学版) .,2005 (01),激励机制、制度变迁与增长效应分析,"王艾青,安立仁","西北大学经济管理学院,西北大学经济管理学院 陕西西安710069 ,陕西西安710069",下载：294,页码：38-45,页数：8,大小：53k
安立仁1,统计与信息论坛 .,2005 (01),我国经济要素投入与经济增长的关系研究评述,"王艾青,安立仁","西北大学经济管理学院,西北大学经济管理学院 陕西西安　710069 ,陕西西安　710069",下载：419,页码：110-112,页数：3,大小：26k
安立仁1,学术研究 .,2004 (09),中国人力资本存量分析,"王艾青,安立仁","西安邮电学院社科系 ,西北大学经济增长与计量研究所",下载：1404,页码：26-32,页数：7,大小：72k
安立仁1,人文杂志 .,2004 (05),群决策中个人判断能力与投票规则分析,"安立仁,席酉民","西北大学经济管理学院 ,西安交通大学管理学院",下载：660,页码：87-95,页数：9,大小：79k
安立仁1,延安大学学报(社会科学版) .,2004 (04),经济增长与经济制度变迁动力分析,安立仁,西北大学经济管理学院 陕西西安710069,下载：385,页码：51-56,页数：6,大小：113k
安立仁1,西北大学学报(哲学社会科学版) .,2004 (04),西部地区工业化进程现状及对策研究,"张昌蓉,安立仁","西北大学经济管理学院,西北大学经济管理学院 陕西西安　710069 ,陕西西安　710069",下载：238,页码：52-56,页数：5,大小：53k
安立仁1,西北大学学报(哲学社会科学版) .,2004 (02),中国西部高新技术产业化的动力分析,安立仁,西北大学经济管理学院 陕西西安　710069,下载：133,页码：14-17,页数：4,大小：33k
安立仁1,西安邮电学院学报 .,2004 (02),中国制度变迁增长理论研究评述,"安立仁,王艾青","西北大学经济管理学院,西安邮电学院社会科学系 陕西西安　710069 ,陕西西安　710061",下载：388,页码：32-36,页数：5,大小：43k
安立仁1,人文杂志 .,2003 (06),资本驱动的中国经济增长:1952～2002,安立仁,西北大学经济管理学院,下载：629,页码：44-54,页数：11,大小：444k
安立仁1,西北大学学报(哲学社会科学版) .,2003 (01),腐败的机制分析及反腐防腐措施探讨,安立仁 柯尊科,"西北大学经济管理学院,西北大学公共管理学院 陕西西安 710069,陕西西安 710069",下载：639,页码：63-67,页数：5,大小：78K
安立仁1,西北大学学报(哲学社会科学版) .,2001 (03),三层组织内的串谋理论分析,"赵文华,安立仁","广州日报报业集团!广东广州510121,西北大学经济管理学院!陕西西安710069",下载：242,页码：68-74,页数：7,大小：108k
安立仁1,系统工程理论与实践 .,1999 (09),腐败问题的博弈分析,"安立仁,赵文华,席酉民","西安交通大学管理学院!陕西西安710049,西安交通大学管理学院!陕西西安710049,西安交通大学管理学院!陕西西安710049",下载：1156,页码：33-40+73,页数：9,大小：120k
安立仁1,中国高校技术市场 .,1999 (07),高等教育及其科学研究在国家创新体系中的模式与发展对策探析,"席酉民,姚小涛,安立仁","西安交通大学,西安交通大学,西安交通大学 副校长 ,博士生 陕西西安 710049 ,博士生 陕西西安 710049",下载：190,页数：5,大小：412k,
安立仁1,中国软科学 .,1998 (08),国有企业中共谋问题的研究,"赵文华,安立仁,席酉民",西安交通大学管理学院,下载：262,页数：5,大小：35k,
安立仁1,研究与发展管理 .,1998 (02),西安市科技成果转化存在的问题及其探析,"安立仁,李莉","西北大学管理科学与哲学系,西安市科委",下载：102,页码：33-36,页数：4,大小：256k
安立仁1,西安交通大学学报 .,1998 (02),企业技术创新的内阻力及外动力分析,"安立仁,席酉民",西安交通大学,下载：386,页数：5,大小：47k,
安立仁1,西北大学学报(哲学社会科学版) .,1998 (01),经济转型国家自由贸易的福利变化分析,"李国强,安立仁",西安交通大学管理学院,下载：150,页数：3,大小：57k,
安立仁1,系统辩证学学报 .,1996 (02),演化的理论和演化的时间,安立仁,西北大学 教师,下载：135,页码：84-88,页数：5,大小：291k
安立仁1,战略与管理 .,1996 (01),科技经济一体化的机制及模式分析,席酉民，安立仁,西安交通大学管理学院,下载：200,页数：8,大小：716k,
安立仁1,西北大学学报(自然科学版) .,1995 (02),企业技术创新的动力分析,安立仁，张建申,西北大学管理科学与哲学系,下载：589,页数：5,大小：307k,
安立仁1,科学技术与辩证法 .,1995 (02),试论企业技术创新的目的、前提和条件,"安立仁,张建申","西北大学管理科学与哲学系,西北大学管理科学与哲学系",下载：518,页码：56-59,页数：4,大小：264k
安立仁1,科学技术与辩证法 .,1994 (02),企业技术创新理论研究的现状及其概念分析,"张建申,安立仁","西北大学管理科学与哲学系,西北大学管理科学与哲学系",下载：959,页码：40-45,页数：6,大小：420k
安立仁1,科学技术与辩证法 .,1992 (02),演化的时间观,安立仁,西北大学哲学系,下载：196,页码：18-24+63,页数：8,大小：486k
张宸璐1,软科学 .,查看该刊数据库收录来源,创业导向对双元创新的驱动机制研究——一个双重链式中介效应模型,"张洁1 匡明慧1,2 张宸璐1",1.西北大学经济管理学院 2.北京师范大学经济与工商管理学院,下载：2039,页数：11,大小：1122K,
张宸璐1,软科学 .,"2025 ,39 (01)",创业导向对双元创新的驱动机制研究——一个双重链式中介效应模型,"张洁1 匡明慧1,2 张宸璐1",1.西北大学经济管理学院 2.北京师范大学经济与工商管理学院,下载：2669,页码：40-46,页数：7,大小：1125K
张宸璐1,科技进步与对策 .,查看该刊数据库收录来源,动态环境中联盟稳定性如何影响探索性创新——基于动态关系观的过程机制研究,张洁 张宸璐 刘小宁,西北大学经济管理学院,下载：287,页数：10,大小：650K,
张宸璐1,科技进步与对策 .,"2024 ,41 (01)",动态环境中联盟稳定性如何影响探索性创新——基于动态关系观的过程机制研究,张洁 张宸璐 刘小宁,西北大学经济管理学院,下载：765,页码：24-33,页数：10,大小：341K
张宸璐1,心理科学进展 .,查看该刊数据库收录来源,数字化交互平台产品的客户体验旅程与投入关系,李纯青 张洁丽 刘伟 张宸璐,西北大学经济管理学院,下载：219,页数：24,大小：1176K,
张宸璐1,心理科学进展 .,"2022 ,30 (11)",数字化交互平台产品的客户体验旅程与投入关系,李纯青 张洁丽 刘伟 张宸璐,西北大学经济管理学院,下载：1752,页码：2424-2447,页数：24,大小：1868K
张宸璐1,人文杂志 .,2019 (05),马克思的技术创新观及其时代价值,李伟 茹少峰 张宸璐,西北大学经济管理学院,下载：1004,页码：62-68,页数：7,大小：155K
张宸璐1,中国工业经济 .,2018 (12),领先企业开放式双元创新与制度多重性——基于华为和IBM的案例研究,"张洁1,2 何代欣3 安立仁1 张宸璐1",1.西北大学经济管理学院 2.西北大学中国西部经济发展研究中心 3.中国社会科学院财经战略研究院,下载：6413,页码：170-188,页数：19,大小：494K
张宸璐1,科技管理研究 .,"2018 ,38 (21)",全球化语境下我国研究型大学与跨国企业科技创新合作研究,黄越1 张宸璐2,1.西北工业大学 2.西北大学,下载：264,页码：138-144,页数：7,大小：1186K
张宸璐1,华东经济管理 .,"2017 ,31 (12)",闲置资源、双元创新与持续竞争优势——基于资源拼凑视角,张宸璐1 沈灏2 张洁1 黄越3,1.西北大学经济管理学院 2.西安交通大学经济与金融学院 3.西北工业大学管理学院,下载：2130,页码：124-133,页数：10,大小：1841K
张宸璐1,中国科技论坛 .,2017 (03),跨国公司在华研发机构管控模式、创新开放性对突破性创新绩效的影响,张洁 安立仁 陈关聚 张宸璐,西北大学经济管理学院,下载：777,页码：81-87+94,页数：8,大小：132K
张宸璐1,中国科技论坛 .,2016 (03),合作经验、双元学习能力对合作创新绩效的影响,"马蓝1,2 安立仁1 张宸璐1",1.西北大学经济管理学院 2.青海师范大学经济管理学院,下载：989,页码：42-48,页数：7,大小：204K
张宸璐1,外国经济与管理 .,"2015 ,37 (07)",开放式创新视角下双元与绩效关系研究脉络与未来展望,张洁 安立仁 张宸璐,西北大学经济管理学院,下载：2744,页码：3-18,页数：16,大小：323K
张宸璐1,科技进步与对策 .,"2014 ,31 (05)",外部知识获取、内部知识分享与突变创新——双元性创新战略的调节作用,赵洁1 张宸璐2,1.西安交通大学管理学院 2.西北大学经济管理学院,下载：1374,页码：127-131,页数：5,大小：822K
张宸璐1,中国科技论坛 .,2013 (10),开放式创新环境下创业企业商业模式的构建与形成研究,张洁 安立仁 张宸璐,西北大学经济管理学院,下载：1648,页码：81-86,页数：6,大小：1038K
张宸璐1,管理评论 .,"2011 ,23 (11)",高层管理团队异质性对企业绩效的影响研究——以股权集中度为调节变量,黄越1 杨乃定1 张宸璐2,1.西北工业大学管理学院 2.西安交通大学管理学院,下载：8186,页码：120-125+168,页数：7,大小：377K
张宸璐1,科技进步与对策 .,"2009 ,26 (12)",基于知识整合的新产品开发研究,侯吉刚 刘益 张宸璐,西安交通大学管理学院,下载：379,页码：105-108,页数：4,大小：136K
张宸璐1,科技进步与对策 .,"2009 ,26 (11)",战略网络、结构嵌入及其形成动机,刘衡 李垣 张宸璐,西安交通大学管理学院,下载：629,页码：16-19,页数：4,大小：157K
张宸璐1,科技管理研究 .,2008 (09),战略导向、联盟动机和创新方式的关系研究,刘衡 李垣 张宸璐,西安交通大学管理学院,下载：394,页码：17-19+25,页数：4,大小：135K
张宸璐1,成组技术与生产现代化 .,2007 (02),企业自主创新动力因素研究,李垣1 张宸璐2 方润生3,1.清华大学 2.西安交通大学 3.中原工学院,下载：662,页码：7-11,页数：5,大小：128K
余静文,世界经济研究 .,2024 (12),债券市场对外开放与企业ESG表现：基于债券通的研究,余静文1 欧阳益知2 王兆霖2,1.武汉大学经济发展研究中心 2.武汉大学经济与管理学院,下载：1541,页码：118-132+135,页数：16,大小：1133K
余静文,金融评论 .,"2024 ,16 (04)",家庭金融资产持有与货币政策传导：资产负债表渠道的识别,余静文 姜竣雯,武汉大学经济与管理学院,下载：599,页码：129-155+158,页数：28,大小：1318K
余静文,工信财经科技 .,2024 (05),货币政策生产网络传导与我国新型工业化实现路径,"余静文1,2 沈妤恬1",1.武汉大学经济与管理学院 2.武汉大学经济与管理学院金融系,下载：148,页码：14-25,页数：12,大小：790K
余静文,中国工业经济 .,2024 (05),海外直接投资与美国货币政策不确定性传导——基于创新行为的视角,"余静文1,2 李媛媛1",1.武汉大学经济与管理学院 2.武汉大学经济发展研究中心,下载：4194,页码：40-59,页数：20,大小：1239K
